pointid,bundesland,probenahme_monat,probenahme_jahr,xcoord,ycoord,bodenklimaraum_name,landnutzung,bze_moor,hauptbodentyp,bodenvartypsub,grundwastufe,grundwastand,moormaechtigkeit,torfmaechtigkeit,neigung,exposition,woelbung,reliefformtyp,lageimrelief,kv_0_30,kv_30_100,profile_picture
3382,SN,5,2017,743609.8474,5604074.624,Verwitterungsböden in den Übergangslagen (Ost),A,0,RQ,BB-RQ,0,>200,0,0,N2,SW,GG,H,M,48.07,14.83,https://atlas.thuenen.de/webspace/bze_profilbilder/SN_3382_Z_1.GIF
3386,SN,5,2017,774678.1609,5606179.585,Erzgebirge,G,0,BB,BBn,0,>200,0,0,N4,NE,GV,H,M,65.47,17.440000000000001,https://atlas.thuenen.de/webspace/bze_profilbilder/SN_3386_Z_1.GIF
3387,SN,9,2017,779999.7385,5604794.078,Erzgebirge,G,0,SS,SSn,0,NA,0,0,N2.2,NN,GX,H,U,99.21,14.25,https://atlas.thuenen.de/webspace/bze_profilbilder/SN_3387_Z_1.GIF
3388,SN,9,2017,790459.3967,5603566.349,Erzgebirge,A,0,BB,BBn,0,>200,0,0,N3.1,EE,GG,H,M,83.53,14.91,https://atlas.thuenen.de/webspace/bze_profilbilder/SN_3388_Z_1.GIF
3400,RP,10,2012,406668.4657,5591261.468,"Hunsrück, Westerwald",A,0,BB,SS-BB,0,>200,0,0,N2,NE,XX,KH,Z,64.91,22.9,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3400_Z_1.GIF
3402,RP,8,2011,423194.6986,5592193.861,"Hunsrück, Westerwald",G,0,SS,BB-LL-SS,0,>200,0,0,N2.2,SS,XG,HR,U,91.89,18.32,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3402_Z_1.GIF
3404,HE,9,2012,436809.0674,5589162.191,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,YK,g4YK/TT,0,NA,0,0,N1,SE,VV,H,U,52.15,84.24,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3404_Z_1.GIF
3406,HE,9,2013,452689.245,5591958.763,"Sauerland, Briloner Höhen",A,0,LL,LLn,0,>200,0,0,N1,SE,GG,H,M,48.36,18.54,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3406_Z_1.GIF
3407,HE,9,2012,463211.2701,5592356.79,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,RQ,sRQn,0,>200,0,0,N3.2,SE,XV,H,U,41.45,24.95,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3407_Z_1.GIF
3410,HE,10,2012,487767.6207,5593077.153,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,YK,YKn,0,NA,0,0,N2,SE,GG,H,U,67.65,72.849999999999994,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3410_Z_1.GIF
3411,HE,8,2012,495570.3619,5591651.092,"Zentralhessische Ackerbaugebiete, Warburger Börde",G,0,YK,YKn,0,NA,0,0,N2.2,SW,VV,TSF,R,79.04,30.25,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3411_Z_1.GIF
3414,HE,11,2013,519856.8794,5593991.52,Osthessische Mittelgebirgslagen,G,0,BB,BBh,0,NA,0,0,N2.2,SS,GX,HF,Z,105.92,128.66,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3414_Z_1.GIF
3415,HE,3,2014,523280.1644,5592772.55,Osthessische Mittelgebirgslagen,G,0,SS,kSSn,0,NA,0,0,N2.2,SS,XG,HF,Z,103.63,30.18,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3415_Z_1.GIF
3416,HE,11,2012,534263.5672,5594908.188,Osthessische Mittelgebirgslagen,G,0,BB,BBn,0,>200,0,0,N2.2,NN,GG,H,O,70.21,29.18,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3416_Z_1.GIF
3418,HE,8,2012,552524.7523,5593540.39,Osthessische Mittelgebirgslagen,G,0,SS,S GGa-SS,GWS3,100,0,0,N0,,GG,TSF,T,100.2,37.409999999999997,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3418_Z_1.GIF
3419,HE,8,2012,557319.4509,5592750.588,Osthessische Mittelgebirgslagen,A,0,BB,BBn,0,>200,0,0,N3.2,SE,GG,H,M,36.81,5.7,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3419_Z_1.GIF
3425,TH,8,2015,607482.3188,5592656.601,Verwitterungsböden in den Übergangslagen (Ost),A,0,RZ,RZn,0,>200,0,0,N4,SE,GG,H,M,62.69,13.06,https://atlas.thuenen.de/webspace/bze_profilbilder/TH_3425_Z_1.GIF
3428,TH,10,2015,631926.9755,5592975.935,Verwitterungsböden in den Übergangslagen (Ost),A,0,BB,SS-BB,0,NA,0,0,N2,SS,VG,KVF,O,50.62,13.11,https://atlas.thuenen.de/webspace/bze_profilbilder/TH_3428_Z_1.GIF
3433,BY,6,2014,668452.8377,5595641.054,Verwitterungsböden in den Höhenlagen (östliches Bayern),A,0,BB,e.vDD-BB,0,NA,0,0,N4,NW,GG,H,M,86.65,43.39,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3433_Z_1.GIF
3435,TH,11,2015,684279.9585,5595457.752,Thüringer Wald,A,0,BB,BBn,0,>200,0,0,N3,SE,XX,H,M,55.65,25.2,https://atlas.thuenen.de/webspace/bze_profilbilder/TH_3435_Z_1.GIF
3438,SN,3,2017,707520.9857,5594943.673,Verwitterungsböden in den Übergangslagen (Ost),A,0,RQ,BB-RQ,0,>200,0,0,N3,SS,GG,H,0,33.3,2.36,https://atlas.thuenen.de/webspace/bze_profilbilder/SN_3438_Z_1.GIF
3439,SN,9,2017,720130.3368,5596853.337,Verwitterungsböden in den Übergangslagen (Ost),G,0,BB,k.sBBn,0,>200,0,0,N2.2,SE,VG,TH,G,97.26,32.44,https://atlas.thuenen.de/webspace/bze_profilbilder/SN_3439_Z_1.GIF
3440,SN,9,2017,726506.5189,5593861.985,Verwitterungsböden in den Übergangslagen (Ost),A,0,SS,vLL-SS,0,>200,0,0,N2,NN,GG,H,U,73.75,48.46,https://atlas.thuenen.de/webspace/bze_profilbilder/SN_3440_Z_1.GIF
3455,RP,3,2012,371241.8605,5583449.124,Mittellagen Rheinland-Pfalz und Saarland,A,0,BB,BBn,0,>200,0,0,N1,NN,XX,H,M,52.67,29.91,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3455_Z_1.GIF
3459,RP,4,2012,404423.5993,5581278.312,"Hunsrück, Westerwald",G,0,SSg,BB-SSg,GWS3,46,0,0,N3.2,NE,XV,HF,R,91.47,15.27,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3459_Z_1.GIF
3462,RP,8,2012,431693.6641,5585094.537,"Hunsrück, Westerwald",A,0,RZ,RZn,0,>200,0,0,N2.2,EE,XX,H,M,54.89,19.39,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3462_Z_1.GIF
3463,HE,3,2013,439266.5084,5582082.774,"Zentralhessische Ackerbaugebiete, Warburger Börde",G,0,AB,SH-AB,GWS5,105,0,0,N0.1,,GG,TS,Z,68.93,52.42,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3463_Z_1.GIF
3465,HE,10,2012,455255.2924,5582583.526,"Zentralhessische Ackerbaugebiete, Warburger Börde",G,0,YK,YKn,0,>200,0,0,N4,NN,GG,H,Z,65.29,26.21,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3465_Z_1.GIF
3468,HE,9,2012,478975.1262,5586237.079,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,YK,YKn,0,>200,0,0,N0.2,EE,GG,V,Z,94.69,71.849999999999994,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3468_Z_1.GIF
3469,HE,12,2012,484124.9237,5583991.321,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,YK,YKn,0,NA,0,0,N0,,GG,TSF,Z,37.58,35.28,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3469_Z_1.GIF
3470,HE,12,2012,495358.4807,5586010.173,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,YK,YKn,0,NA,0,0,N1,SS,GG,TSF,Z,55.84,27.41,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3470_Z_1.GIF
3471,HE,9,2012,501661.3141,5585000.029,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,LL,eLLn,0,>200,0,0,N3.1,SS,GG,H,Z,54.15,24.69,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3471_Z_1.GIF
3472,HE,12,2012,512411.9303,5585641.184,Osthessische Mittelgebirgslagen,G,0,YK,SS-YK,GWS5.1,96,0,0,N2,SS,GX,TSF,R,102.98,51.48,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3472_Z_1.GIF
3473,HE,7,2012,518179.113,5586275.538,Osthessische Mittelgebirgslagen,G,0,SS,BB-SS,0,>200,0,0,N2.2,EE,XX,H,M,82.59,25.97,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3473_Z_1.GIF
3474,HE,7,2012,527993.5104,5584923.111,Osthessische Mittelgebirgslagen,G,0,BB,gSS-BB,GWS4,90,0,0,N3,NN,XG,H,M,114.37,29.65,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3474_Z_1.GIF
3475,HE,8,2012,532696.0912,5586236.859,"Odenwald, Spessart",G,0,BB,kBBn,0,>200,0,0,N3,WW,GX,H,U,83.13,25.46,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3475_Z_1.GIF
3476,HE,4,2013,544623.6004,5585054.836,Osthessische Mittelgebirgslagen,G,0,SS,S BB-SS,0,NA,0,0,N2.2,NN,XX,H,O,65.99,19.78,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3476_Z_1.GIF
3478,HE,7,2012,559753.6266,5584951.707,Rhön,G,0,ZZ,>RQ/BB,0,>200,0,0,N3.2,NN,GG,HF,M,87.18,31.05,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3478_Z_1.GIF
3479,BY,4,2014,564172.3454,5585859.677,Rhön,G,0,YK,YK/BB,0,NA,0,0,N3.2,NE,GV,H,Z,102.46,116.94,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3479_Z_1.GIF
3482,BY,3,2014,589375.366,5587214.724,Verwitterungsböden in den Übergangslagen (Ost),A,0,CFc,S BB-CFc,0,NA,0,0,N2.2,NW,XG,H,O,59.45,35.64,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3482_Z_1.GIF
3483,BY,4,2014,595633.7283,5584573.078,Verwitterungsböden in den Übergangslagen (Ost),A,0,SS,SSg-DD-eSS,0,>200,0,0,N2,NN,VG,H,U,78.9,25.35,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3483_Z_1.GIF
3486,TH,8,2016,622605.386,5585749.841,Verwitterungsböden in den Übergangslagen (Ost),G,0,CF,kBB-CF,0,>200,0,0,N3.2,SE,VX,H,U,111.43,41.4,https://atlas.thuenen.de/webspace/bze_profilbilder/TH_3486_Z_1.GIF
3487,TH,11,2015,630138.7774,5584926.797,Verwitterungsböden in den Übergangslagen (Ost),G,0,YK,YKn,0,>200,0,0,N2.1,NN,GG,H,U,97.41,41.62,https://atlas.thuenen.de/webspace/bze_profilbilder/TH_3487_Z_1.GIF
3489,TH,9,2017,648389.8108,5588119.501,Verwitterungsböden in den Übergangslagen (Ost),G,0,BB,sBBl,0,>200,0,0,N3.1,SW,VX,H,O,48.82,2.46,https://atlas.thuenen.de/webspace/bze_profilbilder/TH_3489_Z_1.GIF
3492,BY,6,2014,671007.7606,5589670.996,Verwitterungsböden in den Höhenlagen (östliches Bayern),A,0,BB,eBBn,0,NA,0,0,N2.2,SS,XG,H,M,79.23,15.86,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3492_Z_1.GIF
3494,TH,9,2015,688216.3809,5588885.66,Verwitterungsböden in den Übergangslagen (Ost),A,0,BB,sBBn,0,>200,0,0,N2.2,SE,VV,H,M,69.19,23.61,https://atlas.thuenen.de/webspace/bze_profilbilder/TH_3494_Z_1.GIF
3496,TH,9,2015,701551.6557,5587919.679,Verwitterungsböden in den Übergangslagen (Ost),A,0,BB,BBn,0,>200,0,0,N3.2,SE,GG,H,M,75.65,9.34,https://atlas.thuenen.de/webspace/bze_profilbilder/TH_3496_Z_1.GIF
3498,SN,3,2017,720353.9876,5587031.85,Verwitterungsböden in den Übergangslagen (Ost),G,0,BB,s2BBn,0,>200,0,0,N3.2,NN,GV,H,M,63.71,11.85,https://atlas.thuenen.de/webspace/bze_profilbilder/SN_3498_Z_1.GIF
3499,SN,5,2017,728273.7942,5588081.781,Verwitterungsböden in den Übergangslagen (Ost),G,0,GG,GGa,GWS4,150,0,0,N0,,GG,TS,R,65.87,31,https://atlas.thuenen.de/webspace/bze_profilbilder/SN_3499_Z_1.GIF
3500,SN,11,2016,734507.8096,5586584.277,Erzgebirge,A,0,BB,BBn,0,>200,0,0,N3.2,WW,XG,H,O,60.6,18.07,https://atlas.thuenen.de/webspace/bze_profilbilder/SN_3500_Z_1.GIF
3502,RP,4,2012,311151.7969,5575638.231,Hocheifel / Höhenlagen,A,0,YK,YKn,0,>200,0,0,N2.2,NE,XX,H,O,74.2,8.7899999999999991,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3502_Z_1.GIF
3503,RP,4,2012,315439.9936,5573237.363,Hocheifel / Höhenlagen,G,0,BB,rSS-BB,0,>200,0,0,N3.1,NE,XX,H,U,96.96,15.96,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3503_Z_1.GIF
3507,RP,10,2011,349635.2,5571805.865,Hocheifel / Höhenlagen,A,0,RQ,bRQn,0,NA,0,0,N3.2,EE,GX,H,Z,47.47,16.100000000000001,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3507_Z_1.GIF
3511,RP,8,2011,380279.5301,5575181.796,Mittellagen Rheinland-Pfalz und Saarland,A,0,BB,BBn,0,>200,0,0,N2,,VV,H,M,48.51,40.57,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3511_Z_1.GIF
3512,RP,11,2011,388171.8437,5576663.469,Mittellagen Rheinland-Pfalz und Saarland,SO,0,BB,BBn,0,NA,0,0,N6.1,SW,GX,HS,M,8.95,NA,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3512_Z_1.GIF
3514,RP,9,2011,407038.1803,5575170.252,"Hunsrück, Westerwald",A,0,BB,eLL-BB,0,>200,0,0,N3.2,NE,XX,HS,M,46.69,36.64,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3514_Z_1.GIF
3518,HE,9,2012,435610.1769,5576921.257,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,LL,sLLn,0,>200,0,0,N0.2,WW,GG,KS,Z,52.82,31.04,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3518_Z_1.GIF
3520,HE,8,2012,454463.3871,5577607.656,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,RQ,RQn,0,>200,0,0,N3,NN,XX,KH,O,32.8,1.6,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3520_Z_1.GIF
3525,HE,10,2012,493684.3295,5576269.527,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,SS,SSn,0,>200,0,0,N2,NN,XX,HF,Z,38.82,23.84,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3525_Z_1.GIF
3526,HE,10,2012,500816.1144,5577461.773,Osthessische Mittelgebirgslagen,G,0,GG,GGa,GWS3,50,0,0,N0,,GG,TSF,Z,111.28,34.71,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3526_Z_1.GIF
3529,HE,9,2012,525143.3992,5578677.956,"Odenwald, Spessart",A,0,BB,BBn,0,>200,0,0,N0,,XX,K,Z,53.05,31.33,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3529_Z_1.GIF
3531,HE,4,2013,540444.4702,5578891.464,"Odenwald, Spessart",A,0,BB,eBBn,0,NA,0,0,N3,SW,GG,HS,Z,67.59,3,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3531_Z_1.GIF
3532,HE,7,2012,549103.4613,5576263.699,"Odenwald, Spessart",G,0,BB,BBn,0,>200,0,0,N3.2,SW,GG,H,M,62.63,17.46,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3532_Z_1.GIF
3537,BY,4,2014,590986.6926,5580517.633,Verwitterungsböden in den Übergangslagen (Ost),A,0,BB,DD-eBB,0,NA,0,0,N3,SE,GG,H,O,49.57,23.83,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3537_Z_1.GIF
3538,BY,3,2014,598874.3875,5575620.384,Verwitterungsböden in den Übergangslagen (Ost),A,0,RZ,RZn,0,NA,0,0,N4,SS,GG,H,M,55.69,21.56,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3538_Z_1.GIF
3539,BY,3,2014,606860.8321,5579373.698,Verwitterungsböden in den Übergangslagen (Ost),A,0,ZZ,">RZ\\cYK",0,NA,0,0,N0.1,,GG,V,Z,50.24,91.72,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3539_Z_1.GIF
3542,BY,3,2015,630911.145,5580958.559,Verwitterungsböden in den Übergangslagen (Ost),A,0,YK,cYKn,0,>200,0,0,N2,WW,GG,H,M,57.18,62.91,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3542_Z_1.GIF
3544,BY,4,2014,647752.1948,5576849.593,Verwitterungsböden in den Übergangslagen (Ost),A,0,BB,BB/VV,0,NA,0,0,N2.2,NN,VG,H,M,49.76,17.05,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3544_Z_1.GIF
3545,TH,11,2015,653547.6374,5581353.991,Verwitterungsböden in den Übergangslagen (Ost),A,0,BB,SS-BB,0,>200,0,0,N0.1,,GG,TS,T,61.72,30.69,https://atlas.thuenen.de/webspace/bze_profilbilder/TH_3545_Z_1.GIF
3546,BY,10,2014,663872.7682,5580364.936,Verwitterungsböden in den Höhenlagen (östliches Bayern),A,0,RQ,RQn,0,NA,0,0,N3,NW,GG,H,M,67.34,11.79,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3546_Z_1.GIF
3549,BY,5,2014,684942.2984,5581815.938,Thüringer Wald,G,0,YK,SSg-YK,0,NA,0,0,N3,NW,XX,H,O,97.37,111.51,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3549_Z_1.GIF
3551,BY,5,2014,701786.2693,5581841.199,Verwitterungsböden in den Höhenlagen (östliches Bayern),A,0,BB,BBn,0,>200,0,0,N2.1,SS,GG,H,M,78.0,24.69,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3551_Z_1.GIF
3552,BY,7,2014,711042.1475,5577254.887,Verwitterungsböden in den Höhenlagen (östliches Bayern),G,0,SS,kSS,0,NA,0,0,N2.2,NW,VV,TSF,R,140.64,37.19,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3552_Z_1.GIF
3553,BY,8,2014,720369.5643,5578714.977,Verwitterungsböden in den Höhenlagen (östliches Bayern),A,0,BB,SS-BB,0,>200,0,0,N3.1,EE,XX,H,M,34.72,9.83,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3553_Z_1.GIF
3559,RP,10,2011,328287.3062,5567949.463,Hocheifel / Höhenlagen,A,0,DD,k.sDDn,0,NA,0,0,N1,NE,GG,HF,U,121.62,65.239999999999995,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3559_Z_1.GIF
3562,RP,9,2011,348722.8279,5564416.477,Hocheifel / Höhenlagen,G,0,RQ,bRQn,0,>200,0,0,N2.2,EE,GX,H,M,79.54,9.2200000000000006,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3562_Z_1.GIF
3563,RP,4,2012,358105.7029,5564323.877,Hocheifel / Höhenlagen,G,0,SSg,BB-SSg,0,NA,0,0,N3.1,SW,XX,HF,R,56.94,20.53,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3563_Z_1.GIF
3564,RP,8,2011,366447.1392,5564611.165,Hocheifel / Höhenlagen,G,0,BB,BBn,0,NA,0,0,N3,EE,GX,H,Z,62.09,14.47,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3564_Z_1.GIF
3565,RP,9,2011,371883.9795,5567331.215,Hocheifel / Höhenlagen,A,0,BB,BBn,0,NA,0,0,N3.1,NN,XG,KVR,Z,60.83,8.69,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3565_Z_1.GIF
3570,RP,12,2011,415323.2296,5565623.317,"Hunsrück, Westerwald",G,0,YK,g4YKn,GWS5,150,0,0,N3,NN,VX,H,U,75.97,48.54,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3570_Z_1.GIF
3574,HE,9,2012,443544.596,5567670.873,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,RQ,bRQn,0,>200,0,0,N2.2,WW,XX,KH,R,56.17,16.48,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3574_Z_1.GIF
3575,HE,9,2012,454977.3963,5566654.166,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,BB,BBn,0,>200,0,0,N3.1,EE,XX,H,O,44.81,4.1100000000000003,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3575_Z_1.GIF
3579,HE,9,2012,485872.7772,5570010.775,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,LL,S TT-LL,0,>200,0,0,N2,SE,XG,KH,G,48.01,33.409999999999997,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3579_Z_1.GIF
3580,HE,10,2012,493742.4771,5568324.221,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,BB,BBn,0,NA,0,0,N2.2,NE,GG,H,M,57.63,28.77,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3580_Z_1.GIF
3581,HE,8,2013,500187.3873,5569788.222,"Odenwald, Spessart",A,0,LL,vBB-LL,0,>200,0,0,N2.2,SS,XX,H,O,45.69,22.53,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3581_Z_1.GIF
3586,HE,8,2012,543117.0408,5569129.708,"Odenwald, Spessart",A,0,BB,BBn,0,>200,0,0,N3.2,SS,GG,H,O,43.45,10.94,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3586_Z_1.GIF
3588,BY,3,2014,558207.1951,5570551.935,Rhön,A,0,BB,GGg-BB,GWS3,NA,0,0,N3,SW,GG,H,M,54.13,15.06,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3588_Z_1.GIF
3589,BY,2,2014,564905.3034,5570389.912,Rhön,A,0,BB,kSS-BB,0,>200,0,0,N2,SE,XG,H,O,49.3,26.33,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3589_Z_1.GIF
3591,BY,2,2014,582347.8941,5568353.169,Nordwestbayern-Franken,A,0,RQ,BB-RQ,0,>200,0,0,N2,SE,XG,KH,O,41.08,4.55,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3591_Z_1.GIF
3593,BY,2,2014,597962.9234,5569415.318,Verwitterungsböden in den Übergangslagen (Ost),A,0,YK,cYKn,0,>200,0,0,N0.2,NE,GG,TSF,R,43.28,40.86,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3593_Z_1.GIF
3594,BY,2,2014,606725.5784,5570142.872,Verwitterungsböden in den Übergangslagen (Ost),A,0,RQ,RQn,0,NA,0,0,N2,SS,GG,H,M,59.27,4.99,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3594_Z_1.GIF
3596,TH,3,2016,620404.8554,5569180.493,Verwitterungsböden in den Übergangslagen (Ost),A,0,RZ,RZn,0,>200,0,0,N2.2,NE,GG,H,O,80.3,19.579999999999998,https://atlas.thuenen.de/webspace/bze_profilbilder/TH_3596_Z_1.GIF
3599,BY,3,2015,648317.1949,5571622.403,Verwitterungsböden in den Übergangslagen (Ost),A,0,BB,SS-BB,0,>200,0,0,N2.2,NN,GG,H,O,49.31,18.309999999999999,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3599_Z_1.GIF
3602,BY,8,2014,672401.4446,5571758.714,Verwitterungsböden in den Höhenlagen (östliches Bayern),G,0,YK,gYKn,GWS3,90,0,0,N0,,GG,TS,T,90.68,25.75,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3602_Z_1.GIF
3606,BY,6,2014,703689.0555,5573684.873,Verwitterungsböden in den Höhenlagen (östliches Bayern),A,0,BB,SS-BB,0,NA,0,0,N2.2,SW,XX,H,O,56.55,19.88,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3606_Z_1.GIF
3607,BY,9,2014,707398.9523,5571356.831,Verwitterungsböden in den Höhenlagen (östliches Bayern),A,0,BB,sLL-BB,0,NA,0,0,N3,EE,XX,H,Z,62.58,24.46,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_3607_Z_1.GIF
3609,SN,9,2017,735803.7754,5570212.801,Erzgebirge,G,0,ZZ,>RQn,0,>200,0,0,N3.2,NN,XG,H,M,46.62,43.66,https://atlas.thuenen.de/webspace/bze_profilbilder/SN_3609_Z_1.GIF
3610,RP,9,2011,301582.6026,5556797.468,Hocheifel / Höhenlagen,G,0,BB,BBn,0,NA,0,0,N2,SS,XX,H,M,27.79,14.08,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3610_Z_1.GIF
3612,RP,9,2011,320534.4002,5557564.612,Hocheifel / Höhenlagen,G,0,YK,YK/BB,GWS5.2,>200,0,0,N2.2,SW,XG,HF,U,81.62,50.61,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3612_Z_1.GIF
3615,RP,9,2011,345103.0143,5558857.986,Hocheifel / Höhenlagen,G,0,BB,eBBh,0,>200,0,0,N2,SE,XG,KH,O,69.14,9.99,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3615_Z_1.GIF
3617,RP,8,2011,358496.9784,5557509.686,Hocheifel / Höhenlagen,G,0,YK,YKn,0,NA,0,0,N2.2,NE,GX,H,M,71.06,37.6,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3617_Z_1.GIF
3622,RP,8,2011,396337.0223,5559890.886,"Hunsrück, Westerwald",G,0,YK,YKn,0,NA,0,0,N3.2,NN,VV,HR,T,89.53,88.84,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3622_Z_1.GIF
3624,RP,10,2011,414406.8368,5557084.497,"Hunsrück, Westerwald",A,0,LL,LLn,0,>200,0,0,N2,NN,GX,H,M,47.16,29.87,https://atlas.thuenen.de/webspace/bze_profilbilder/RP_3624_Z_1.GIF
3625,HE,9,2012,421353.644,5557009.018,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,RQ,sRQn,0,>200,0,0,N3.2,SE,XX,H,M,53.03,26.67,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3625_Z_1.GIF
3627,HE,9,2013,439435.2871,5561396.742,"Zentralhessische Ackerbaugebiete, Warburger Börde",A,0,RN,RNn,0,NA,0,0,N2.2,WW,XX,HF,Z,40.6,2.31,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3627_Z_1.GIF
3632,HE,9,2012,476860.9165,5560718.459,Rheinebene und Nebentäler,A,0,LL,k.vTT-LL,0,>200,0,0,N0.2,SE,GG,KS,G,47.99,46.81,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3632_Z_1.GIF
3634,HE,8,2012,497320.3981,5560805.636,Rheinebene und Nebentäler,A,0,YK,YKn,0,>200,0,0,N2.2,WW,XX,KHR,Z,46.29,24.1,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3634_Z_1.GIF
3635,HE,10,2012,503989.1989,5562389.534,Rheinebene und Nebentäler,A,0,BB,BBn,0,>200,0,0,N3.2,NE,VV,HR,U,50.34,26.29,https://atlas.thuenen.de/webspace/bze_profilbilder/HE_3635_Z_1.GIF
